id,price,developer
355140.0,4.99,Donut Games
324344.0,14.99,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev"
277769.0,19.99,Dovetail Games
359500.0,1.99,Steel Monkeys
343426.0,9.99,Idea Factory
347155.0,1.99,
324570.0,2.99,"343 Industries,Vanguard Games"
288930.0,5.99,Owl Cave
288940.0,7.99,Owl Cave
349800.0,,Owl Cave
306390.0,3.99,Haemimont Games
275200.0,14.99,Ostrich Banditos
357940.0,14.99,Sinister Design
353550.0,4.99,Rosebud Games
360750.0,2.99,Casiualogic
362900.0,1.99,KillHouse Games
362050.0,,QUICKTEQUILA
333580.0,1.99,Insomniac Games
360890.0,4.99,"AndrewDrumov, Sanke Berdochan"
365050.0,0.0,Stephane Bottin
365270.0,0.0,Jeff Trier
348683.0,,"KOEI TECMO GAMES CO., LTD."
348682.0,11.99,"KOEI TECMO GAMES CO., LTD."
354710.0,4.99,Tango Gameworks
348020.0,6.99,Dagestan Technology
359920.0,4.99,Burrito Studio
318230.0,14.99,Convoy Games
355340.0,24.99,Carenado
364770.0,3.99,Dustin Gunn
353761.0,4.99,"Flashback Games,The Lordz Games Studio"
342820.0,2.99,Ubisoft - San Francisco
365630.0,,White Cat
348200.0,9.99,Nimble Tools
329460.0,9.99,TreeFortress Games
342821.0,11.99,Ubisoft - San Francisco
342090.0,9.99,Supreme Clans Entertainment
344200.0,4.99,Supreme Clans Entertainment
364400.0,3.99,TreeFortress Games
365490.0,,Alawar Dreamdale
319780.0,14.99,LinkSolutions Ltd.
277749.0,19.99,Skyhook Games
318560.0,4.99,Carlo D'Apostoli Projects
358110.0,,Craze Creative Studios
295191.0,4.99,Skyhook Games
324140.0,9.99,Press Play
346071.0,3.99,Press Play
346070.0,3.99,Press Play
316080.0,4.99,Polar Bunny Ltd
363220.0,4.99,"Michael J. Moffitt,Julian J. Hammerstein"
285740.0,9.99,Magic Notion
340810.0,0.0,Bytebin
307210.0,5.99,Pyrodactyl
347154.0,19.99,
351556.0,3.99,NetherRealm Studios
350070.0,7.99,"Arvi Teikari,Roope Mäkinen"
350400.0,,"Arvi Teikari,Roope Mäkinen"
346770.0,5.99,Hammerspace Games
365290.0,9.99,Morphodox Studios
363620.0,9.99,
362660.0,15.99,White Cat
355260.0,19.99,GameUS Inc.
365430.0,1.99,Thomas Gwaltney
341710.0,10.99,Eat Create Sleep
363330.0,9.99,World-Loom
247080.0,14.99,Brace Yourself Games
366080.0,4.99,Brace Yourself Games
352120.0,3.99,G5 Software
352640.0,9.99,"Daniel Linssen,Detective,Ditto,Glitchnap,Shark Jump Studios"
365340.0,0.99,Blaze Epic
358000.0,0.99,On The Level Game Studios
360520.0,4.99,EmpI Studios
364380.0,29.99,
361520.0,1.99,Pepi Games
364890.0,0.99,Jake Olson
365670.0,0.0,Blender Foundation
262280.0,19.99,Realmforge Studios
362090.0,9.99,Thylacine Studios
358020.0,4.99,Rocket Bear Games
366700.0,3.99,DreamsSoftGames
362870.0,19.99,KADOKAWA
363070.0,6.99,Humongous Entertainment
363060.0,6.99,Humongous Entertainment
363050.0,6.99,Humongous Entertainment
351150.0,4.99,Games With Dragons In
359890.0,4.99,"Puuba,Christopher Hoag"
344090.0,9.99,Virtual Racing Industries Ltd.
344070.0,9.99,Virtual Racing Industries Ltd.
344060.0,9.99,Virtual Racing Industries Ltd.
312540.0,19.99,Nihon Falcom
338370.0,4.99,Rob Howland
344080.0,9.99,Virtual Racing Industries Ltd.
342822.0,2.99,Ubisoft - San Francisco
342823.0,2.99,Ubisoft - San Francisco
360870.0,0.0,Tigerish Games
342825.0,7.99,Ubisoft - San Francisco
342824.0,2.99,Ubisoft - San Francisco
324300.0,19.99,"Cliffhanger Productions,Catalyst Games Lab"
367150.0,2.99,David O'Boyle
366290.0,12.99,Dangerous Derk Interactive
354260.0,3.99,Dagestan Technology
365382.0,,Overhype Studios
364270.0,4.99,John Wizard
355341.0,24.99,Carenado
345340.0,5.99,Home Groan Games
353280.0,4.99,Vectorpark
331460.0,14.99,
360010.0,1.99,Team Isolation
367060.0,0.99,Only Human Studios
365220.0,,Choice of Games
349980.0,4.99,"CS Squared Games,Among Giants"
321380.0,4.99,REEW GAMES
365210.0,5.99,Choice of Games
326510.0,9.99,Samurai Punk
367090.0,4.99,Erik Asmussen
356230.0,14.99,Bittersweet Entertainment
356231.0,7.99,Tyler Warren
357260.0,9.99,Sherman3D
357261.0,29.99,PVGames
357262.0,9.99,Joel Steudler
342831.0,11.99,Ubisoft - San Francisco
358310.0,4.99,JAM Productions
358190.0,4.99,JAM Productions
323370.0,0.0,"Bluehole, Inc."
367660.0,4.99,nornware AB
326621.0,9.99,"Bluehole Studio,En Masse Entertainment"
326624.0,19.99,"Bluehole Studio,En Masse Entertainment"
326622.0,14.99,"Bluehole Studio,En Masse Entertainment"
326623.0,59.99,"Bluehole Studio,En Masse Entertainment"
365420.0,1.99,Digital Entertainment
368190.0,9.99,Double Fine Productions
363200.0,1.99,devFluid
317940.0,4.99,Basecamp Games
368550.0,7.99,Basecamp Games
359040.0,4.99,David Szymanski
362630.0,,Giorgi Abelashvili
320090.0,9.99,CAVYHOUSE
347212.0,1.99,SCS Software
369120.0,5.99,"Jeroen van Oosten,Milan Kazarka"
272890.0,9.99,Kinelco &amp; Lone Elk Creative
364800.0,9.99,Interplay Entertainment Corp.
364810.0,9.99,Interplay Entertainment Corp.
362780.0,9.99,ValuSoft
362790.0,4.99,Chimera Entertainment
358770.0,4.99,Lupiesoft
347790.0,2.99,Holgersson Entertainment
369340.0,1.99,Lupiesoft
360380.0,4.99,Estelion
336150.0,24.99,Celeris
357720.0,14.99,Seaven Studio
285820.0,14.99,RageSquid
368350.0,4.99,RageSquid
354820.0,9.99,ValuSoft
361220.0,9.99,
346130.0,7.99,TCHOW
354425.0,3.99,NetherRealm Studios
347150.0,4.99,
343953.0,24.99,Aerosoft GmbH
369350.0,2.99,Conflux Games
326410.0,9.99,Tasharen Entertainment Inc.
278910.0,,Team Jolly Roger
368950.0,0.0,Emad
337840.0,9.99,Matt Thorson
366710.0,4.99,Aldorlea Games
366460.0,2.99,"ElevenSeventy, LLC"
368910.0,4.99,Question
368920.0,9.99,Thomas Happ Games LLC
363970.0,0.0,Playsaurus
368440.0,,"ElevenSeventy, LLC"
369640.0,3.99,"Blubox Soft,Fernando Paulo"
226860.0,29.99,Stardock Entertainment
371120.0,14.99,YGGDRASIL STUDIO
315660.0,39.99,N3V Games
369430.0,0.99,Henchman &amp; Goon
359260.0,6.99,Absolutist Ltd.
330660.0,9.99,Serenity Forge
371400.0,0.99,Modesto A. Rabena
338420.0,4.99,Crashable Studios
371370.0,,Omega Games
371710.0,1.99,Anarchy Enterprises
322700.0,0.99,FiolaSoft Studio
323650.0,4.99,FiolaSoft Studio
370401.0,2.99,InterAction studios
342370.0,0.0,"Relic Entertainment,Europe at War Development Team"
367110.0,8.99,The Pompous Pixel
369410.0,0.99,Super Icon Ltd
293220.0,9.99,SOF Studios Ltd
342837.0,2.99,Ubisoft - San Francisco
342839.0,2.99,Ubisoft - San Francisco
342838.0,2.99,Ubisoft - San Francisco
342841.0,11.99,Ubisoft - San Francisco
365520.0,29.99,The Game Creators
342840.0,2.99,Ubisoft - San Francisco
342836.0,2.99,Ubisoft - San Francisco
368320.0,,Minor Key Games
310740.0,17.99,Minor Key Games
341790.0,6.99,Minor Key Games
346340.0,4.99,Heliocentric Studios
296710.0,17.99,
365860.0,2.99,tjern
363410.0,2.99,NeoNight
352620.0,9.99,Big Green Pillow
364100.0,1.99,Brandon Brizzi
362940.0,11.99,Emberheart Games
366060.0,4.99,Rage Monster Games
277775.0,39.99,Dovetail Games
372390.0,34.99,
263060.0,4.99,GhostShark
346970.0,14.99,Dez
361620.0,5.99,Artur Mandas
371070.0,,Hyper Hippo Games
365140.0,1.99,
339280.0,0.0,S2 Games
359900.0,14.99,NeocoreGames
370070.0,0.0,Andrettin
368360.0,9.99,Robot Gentleman
365460.0,6.99,OM ENTERTAINMENT
359930.0,2.99,Tango Gameworks
371420.0,4.99,Forever Entertainment S. A.
373140.0,2.99,For All To Play
370040.0,4.99,John Wizard
359280.0,4.99,Orangepixel
371550.0,4.99,No Pest Productions
339560.0,4.99,Global Empire Soft
342844.0,2.99,Ubisoft - San Francisco
342845.0,7.99,Ubisoft - San Francisco
269670.0,9.99,Frogmind
333980.0,29.99,ACQUIRE Corp.
367210.0,2.99,Frogmind
326310.0,7.99,"YOTSUBANE,Adventure Planning Service"
373090.0,0.99,"YOTSUBANE,Adventure Planning Service"
358800.0,5.99,"YOTSUBANE,Adventure Planning Service"
358880.0,1.99,Night Node
329860.0,9.99,
357890.0,6.99,KaleidoGames
374750.0,2.99,HandMade Game
293520.0,14.99,Digital Dreams Entertainment LLC
359190.0,4.99,Tymon Zgainski
356540.0,5.99,roseVeRte
363500.0,9.99,"Gregory Avery-Weir,Melissa Avery-Weir"
317920.0,4.99,"AMA,Mando Productions"
278440.0,9.99,Alan Zucconi
244910.0,14.99,Lucky Pause
345080.0,11.99,Laughing Jackal LTD
305510.0,,BonusXP
366210.0,6.99,Bad Seed
358120.0,3.99,Rival Games Ltd
284441.0,7.99,Haemimont Games
375180.0,0.99,"Diggidy.net, LLC"
373020.0,9.99,
373180.0,2.99,Hello There AB
371850.0,4.99,"Sports Mogul, Inc."
346490.0,11.99,Web Interactive Solutions
372440.0,,Zoo Corporation
350310.0,59.99,"KOEI TECMO GAMES CO., LTD."
369503.0,19.99,GameUS Inc.
369502.0,19.99,GameUS Inc.
373440.0,4.99,John Wizard
357280.0,1.99,Giorgi Abelashvili
371100.0,9.99,Corrosive Studios LLC
357090.0,3.99,Aldorlea Games
284160.0,24.99,BeamNG
352520.0,9.99,House On Fire
343340.0,1.99,BBQ Games
364323.0,24.99,Lionheart Creations
371350.0,1.99,Corrosive Studios LLC
374660.0,2.99,Corrosive Studios LLC
341680.0,9.99,Mark Chong
351450.0,1.99,Coty Getzelman
246110.0,19.99,Double Fine Productions
341940.0,8.99,Destructive Creations
375530.0,16.99,Creoteam
368720.0,9.99,Digital Dawn Studios
376160.0,2.99,EZDesigner
260430.0,0.0,Digital Leisure Inc.
359440.0,6.99,bluffman
360020.0,24.99,777 Studios
278970.0,9.99,DiggerWorld Ltd.
352182.0,16.99,SIM720
356510.0,9.99,Stamina-Games
359530.0,4.99,Steel Monkeys
339210.0,19.99,Fragment Production Ltd.
358840.0,2.99,Guerrilla Bandit
371670.0,4.99,Mystik'Art
368610.0,4.99,dustinaux
364325.0,19.99,Lionheart Creations
253250.0,24.99,Radiant Entertainment
375890.0,,Creoteam
314050.0,4.99,Bluestrike
365760.0,6.99,Super Icon Ltd
372210.0,2.99,Russpuppy
374890.0,,Polar Bunny Ltd
366130.0,9.99,VoxelStorm
290890.0,4.99,EightyEightGames
312530.0,12.99,Landon Podbielski
343593.0,1.99,"Sledgehammer Games,Raven Software"
343591.0,1.99,"Sledgehammer Games,Raven Software"
313080.0,19.99,Shark Punch
343592.0,1.99,"Sledgehammer Games,Raven Software"
343594.0,1.99,"Sledgehammer Games,Raven Software"
333770.0,12.99,BrashMonkey
373460.0,3.99,Spectral Games
358090.0,14.99,Access Games
373560.0,2.99,Access Games
372510.0,3.99,Access Games
372511.0,4.99,Access Games
372512.0,4.99,Access Games
376920.0,0.99,Anarchy Enterprises
369190.0,39.99,Tall Studios
255240.0,3.99,
336230.0,4.99,Makivision Games
337830.0,,Makivision Games
371280.0,1.99,"Vertex Games, S.C."
367780.0,4.99,"Soloweb Studios,Ravens Eye Studio"
377460.0,4.99,InterAction studios
365060.0,4.99,Silver Goblet Games
373150.0,5.99,Paradox Development Studio
338163.0,14.99,Paradox Development Studio
376660.0,4.99,"Elias Viglione,Jussi Kukkonen"
373160.0,1.99,Paradox Development Studio
351554.0,3.99,NetherRealm Studios
351551.0,4.99,NetherRealm Studios
377760.0,1.99,Smarter Games
342852.0,2.99,Ubisoft - San Francisco
322540.0,19.99,Crispon Games
342853.0,2.99,Ubisoft - San Francisco
342854.0,2.99,Ubisoft - San Francisco
342855.0,2.99,Ubisoft - San Francisco
376850.0,99.99,Rockstar North
342857.0,11.99,Ubisoft - San Francisco
370880.0,0.0,Stolen Couch Games
342856.0,2.99,Ubisoft - San Francisco
275060.0,19.99,Pure FPS
335490.0,13.99,"TREND, Soft Pro"
335491.0,13.99,"TREND, Soft Pro"
335492.0,13.99,"TREND, Soft Pro"
377180.0,29.99,"Bluehole Inc.,En Masse Entertainment"
351250.0,9.99,Beast Games
357180.0,7.99,Petroglyph
379030.0,,Innomen Productions
354620.0,2.99,Heartbit Interactive
338700.0,1.99,stillalive studios
338690.0,1.99,stillalive studios
352400.0,19.99,"TT Games Ltd,Feral Interactive (Mac)"
336900.0,1.99,stillalive studios
379620.0,,Lord Kres
376200.0,1.99,Orange_Juice
359494.0,2.99,"CAPCOM Co., Ltd."
361560.0,2.99,Dolores Entertainment
378910.0,0.99,DYA Games
372740.0,14.99,Kobra Studio
290140.0,0.0,Mr. Blue
379260.0,6.99,rokaplay
375120.0,0.89,DYA Games
381870.0,0.99,Doomster Entertainment
377600.0,0.99,Marcelo Barbosa
377730.0,19.99,Cliffhanger Productions
379960.0,14.99,Zoo Corporation
360850.0,1.99,Dubrovkin Sergei
352183.0,16.99,SIM720
355641.0,19.99,Alabeo
364321.0,19.99,Alabeo
277776.0,19.99,Dovetail Games
326006.0,4.99,Dovetail Games
380720.0,,KarjaSoft
380560.0,2.99,KarjaSoft
350550.0,24.99,Zeiva Inc
382580.0,,From Soy Sauce LLC
382570.0,5.99,From Soy Sauce LLC
375000.0,4.99,The Quadsphere
352070.0,7.99,Upper Class Walrus
369507.0,19.99,GameUS Inc.
369508.0,19.99,GameUS Inc.
277777.0,39.99,Dovetail Games
350910.0,9.99,Guard Crush Games
375590.0,4.99,Shadow Masters
277778.0,19.99,Dovetail Games
375610.0,4.99,Shadow Masters
377660.0,7.99,Kieffer Bros.
373750.0,7.99,Capribyte Studios
373810.0,3.99,"Fancy Bytes, Reactor"
373820.0,3.99,"Fancy Bytes, Reactor"
378370.0,0.0,Diminished Studios
263640.0,16.99,ShaunTWilliams
373330.0,0.0,
351480.0,19.99,Leslaw Sliwko
377450.0,6.99,FIVE-BN GAMES
350610.0,2.99,Dingo Dango
382080.0,3.99,Devdan Games
377770.0,,Fair Play Labs
366860.0,9.99,Digital Soul Games
378400.0,2.99,"高考恋爱委员会,Days"
362130.0,9.99,Warfare Studios
363350.0,2.99,Creobit
355670.0,7.99,Top3Line
383610.0,4.99,PlazSoft
367700.0,8.99,Zhoori Maang Entertainment
368760.0,2.99,Serious Games Interactive
370050.0,4.99,Playito.com
375710.0,8.99,Jan Zizka
383380.0,,"Chasing Carrots,Schnack Music Manufacture"
383310.0,39.99,KOG
336510.0,0.0,Blue Byte
326005.0,4.99,Dovetail Games
340620.0,5.99,Great War Team
356550.0,8.99,roseVeRte
377500.0,4.99,Loomus Games
380000.0,4.99,Frogames
282620.0,9.99,"Bit Planet Games, LLC"
375550.0,9.99,RiftyGames
384060.0,3.99,Nerial
380910.0,0.99,Access Games
367050.0,2.99,GamePhase
361842.0,3.99,Red Dot Games
361930.0,6.99,"Alawar Stargaze,Alawar Entertainment"
383670.0,0.99,"SmiteWorks USA, LLC"
362970.0,0.0,Polar Bunny Ltd
384300.0,14.99,Tim Sullivan
383510.0,29.99,Ignishot
382380.0,14.99,Joshua Missile
384420.0,9.99,
372300.0,4.99,Prologue Games
371300.0,19.99,
383400.0,19.99,Ankama Studio
366590.0,4.99,Peter Gutenko
382620.0,1.99,
383010.0,9.99,Ernő Király
385570.0,2.99,"SmiteWorks USA, LLC"
383660.0,19.99,Cliffhanger Productions
367580.0,0.99,"Maciej Targoni,Wojciech Wasiak"
367570.0,0.99,"Maciej Targoni,Wojciech Wasiak"
252950.0,19.99,"Psyonix, Inc."
383130.0,1.99,Black Shell Games
359160.0,1.99,Undead Yeti Software
383330.0,0.99,Alister Software
383520.0,4.99,John Wizard
274920.0,14.99,Holotech Studios
360590.0,4.99,Gamestarters
319280.0,14.99,Yatagarasu Dev Team
340270.0,7.99,Random Seed Games
377170.0,3.99,Random Seed Games
384560.0,3.99,Cleverweek
369773.0,2.99,Ubisoft - San Francisco
245173.0,1.99,Lab Zero Games
382690.0,5.99,
370600.0,19.99,Scarab Entertainment
372720.0,4.99,Tap To Win
384670.0,,Codex Worlds
372200.0,5.99,Aldorlea Games
385220.0,1.99,yayapipi
286570.0,39.99,"Codemasters,Feral Interactive (Linux)"
385520.0,0.99,Not Games LLP
381560.0,0.0,momoStorm Entertainment
382700.0,1.99,
385460.0,1.99,Play sp. z o. o.
359250.0,7.99,Absolutist Ltd.
385470.0,2.99,InImages
381830.0,,"Gateway Interactive,Chipzel"
369570.0,7.49,Gateway Interactive
381790.0,9.99,Virtual Racing Industries Ltd.
364326.0,11.99,First Class Simulations
375930.0,4.99,Juri Schupilo
332400.0,4.99,Aldorlea Games
326520.0,9.99,"Ste Curran,Twistplay"
361880.0,2.99,Biart Company LLC
384890.0,4.99,i273 LLC
385930.0,5.99,Indomitus Games
372030.0,9.99,Wickworks
269770.0,14.99,Pixel Ferrets
372500.0,,Pixel Ferrets
363600.0,14.99,Daylight Studios
379350.0,4.99,Psikyo
387000.0,,Endless Loop Studios
383810.0,5.99,Arc-gen
292050.0,4.99,Pixel Ferrets
293260.0,0.0,Blue Manchu
359960.0,9.99,Studio Bean
270910.0,14.99,Team17 Digital Ltd
356370.0,0.0,Soccer Manager Ltd
311820.0,4.99,Decane
386760.0,4.99,stage-nana
382660.0,1.99,
377290.0,1.99,voodoosoft
361950.0,7.99,"Toyman Interactive,Alawar Entertainment"
383560.0,3.99,Oryon Entertainment
384900.0,9.99,Four Lights
368730.0,14.99,tinyBuild
343630.0,0.0,MAGICS
375870.0,4.99,APAS games
382480.0,4.99,Proper Games
380360.0,0.0,Scary Bee LLC
385630.0,4.99,Alien Sync Interactive
385590.0,0.99,EyeSpyda Games
280360.0,9.99,Coldrice Games LLC
387230.0,6.99,Wild Wolf Std
359450.0,8.99,Forge Reply srl
384220.0,1.99,Access Games
384221.0,0.99,Access Games
384222.0,0.99,Access Games
384223.0,0.99,Access Games
384224.0,1.99,Access Games
386160.0,4.99,Homph
388730.0,2.99,The Loneliest Pixel
388710.0,7.99,Chipzel
382790.0,1.99,
382760.0,5.99,
354200.0,0.0,"Jarbit,Castle art by Yuriy Gusev"
385870.0,4.99,Team Junkfish
388950.0,,Duckbridge
362980.0,3.99,Aldorlea Games
379370.0,4.99,Psikyo
377540.0,,Raven Travel Studios
373360.0,6.99,Raven Travel Studios
386330.0,3.99,HJO Creations
388670.0,0.99,Black Lime Studio
370360.0,6.99,Zachtronics
387460.0,1.99,
319570.0,0.0,MobileBits
382740.0,5.99,
376560.0,6.99,Igry.ru
386600.0,0.0,Wacha
388340.0,0.5,Day Dreamer Games
382750.0,1.99,
388390.0,4.99,WTFOMGames
345040.0,0.0,"CorypheeSoft,DigitalEZ"
389180.0,2.99,EmpI Studios
310890.0,9.99,"Mighty Rabbit Studios,Gun Media"
381151.0,18.99,Nexon
381152.0,24.99,Nexon
316430.0,8.99,Great War Team
334771.0,1.99,Slightly Mad Studios
354426.0,3.99,NetherRealm Studios
341870.0,14.99,Game Freak
351552.0,4.99,NetherRealm Studios
384270.0,1.99,"Psyche Studios,Random Encounter"
368160.0,12.99,Spicy Tails
369782.0,2.99,Ubisoft - San Francisco
369785.0,2.99,Ubisoft - San Francisco
369784.0,2.99,Ubisoft - San Francisco
369786.0,2.99,Ubisoft - San Francisco
369783.0,2.99,Ubisoft - San Francisco
369787.0,11.99,Ubisoft - San Francisco
386820.0,2.99,"KOEI TECMO GAMES CO., LTD."
344122.0,2.99,"KOEI TECMO GAMES CO., LTD."
344121.0,2.99,"KOEI TECMO GAMES CO., LTD."
333815.0,3.99,Acquire Corp.
333813.0,3.99,Acquire Corp.
333816.0,3.99,Acquire Corp.
333817.0,4.99,Acquire Corp.
333811.0,4.99,Acquire Corp.
388090.0,7.99,Scott Cawthon
385960.0,14.99,Electric Rune
389460.0,0.99,yfyx games
362310.0,9.99,Achebit
386260.0,7.99,Alexander Byzov
376350.0,4.99,CPsoft
361550.0,12.99,Flying Cafe for Semianimals
345180.0,19.99,Haemimont Games
380710.0,4.99,Flying Cafe for Semianimals
386320.0,,Maxim Moore
374120.0,7.99,
278590.0,6.99,Dark Gaia Studios
390020.0,,Dark Gaia Studios
388270.0,4.99,"Sports Mogul, Inc."
346430.0,9.99,"Mido Basim,Danny Wei"
385900.0,7.99,Overcloud9
365850.0,9.99,Nonlinear
371690.0,4.99,a REGULAR GAMER
384350.0,,Milky Tea Studios
340960.0,14.99,4-Panel Footprint
378550.0,,Eutechnyx
378552.0,,Eutechnyx
378551.0,,Eutechnyx
387550.0,1.99,
387480.0,1.99,
389240.0,6.99,Andrew Hulshult
378730.0,1.99,Flippfly LLC
377720.0,19.99,Frontwing
388160.0,0.99,Cemil Tasdemir
387590.0,1.99,
341010.0,9.99,Benjamin Lapid
348340.0,1.99,RunServer
381220.0,7.99,Batholith Entertainment
378830.0,4.99,RosePortal Games
350780.0,2.99,FreakZone Games
370780.0,9.99,Warfare Studios
389840.0,9.99,Pocket Queries
357750.0,4.99,Luis Ruiz
317730.0,13.99,REEW GAMES
388500.0,3.99,"Polyquest Games,ZXDigital Ltd"
377220.0,14.99,Gneu LLC
387270.0,4.99,Philippe Forgeur
280010.0,3.99,Decent Machine
391590.0,9.99,Forge Reply
367990.0,1.99,khos85
377470.0,4.99,Storm in a Teacup
388780.0,0.0,Stolen Couch Games
387630.0,1.99,
324730.0,4.99,Tin Man Games
387890.0,0.99,Devin Sherry
387620.0,1.99,
292600.0,4.99,Kumobius
383050.0,14.99,Sirlin Games
301860.0,19.99,Uppercut Games Pty Ltd
389830.0,9.99,Uppercut Games Pty Ltd
381610.0,9.99,"wefiends, Inc."
390060.0,1.99,"wefiends, Inc."
375430.0,4.99,"Jeffrey Nordin,Justin Nordin"
388680.0,4.99,Dust Scratch Games
386580.0,1.99,Eat Create Sleep
380700.0,1.99,Nicholas Mallory
391840.0,24.99,Fluffy Kitten Studios
391830.0,89.99,Fluffy Kitten Studios
379241.0,19.99,Iris Flight Simulation Software
376140.0,0.0,"Silverlode Interactive,Wasatch Games"
379390.0,4.99,Atomic Planet
369794.0,2.99,Ubisoft - San Francisco
369795.0,2.99,Ubisoft - San Francisco
369797.0,7.99,Ubisoft - San Francisco
369796.0,2.99,Ubisoft - San Francisco
384410.0,,Peter Gutenko
386570.0,1.99,Eat Create Sleep
347830.0,29.99,"Idea Factory,Compile Heart"
374230.0,4.99,Thinice
374950.0,1.99,Fancy Fish Games
390120.0,2.99,Fancy Fish Games
383710.0,10.99,Zoo Corporation
340530.0,,SOEDESCO Publishing
383120.0,19.99,Eleon Game Studios
368780.0,2.99,Serious Games Interactive
386990.0,5.99,ebi-hime
385710.0,4.99,ZackBellGames
383540.0,9.99,
387640.0,1.99,
393560.0,9.99,"AndrewMD5,Codeusa"
387070.0,3.99,Dark Day Interactive
392400.0,1.99,ZackBellGames
387860.0,0.0,the whale husband
393540.0,4.99,ASC Games
315860.0,12.99,Ekuator Games
343595.0,3.99,Sledgehammer Games
355450.0,4.99,"Angels Blue Digital Entertainment,DigitalEZ"
354270.0,6.99,Dead Mage
390660.0,0.99,Daniel Mercier
393630.0,,Awfully Nice Studio
355120.0,2.99,Smit Parmar
272330.0,14.99,Dead Mage
388790.0,1.99,Orange_Juice
337210.0,2.99,iosoftware
300780.0,4.99,"Chris Christodoulou,Yeti Trunk"
240620.0,9.99,Yeti Trunk
391740.0,1.99,Adam DeLease
365660.0,14.99,Roll7
369798.0,2.99,Ubisoft - San Francisco
369799.0,2.99,Ubisoft - San Francisco
369800.0,2.99,Ubisoft - San Francisco
391433.0,4.99,"Signal Studios,Krome Studios"
386900.0,9.99,Cranktrain
379760.0,4.99,Faris Mohammed
391900.0,1.99,Cranktrain
340260.0,1.99,rdt.32
365720.0,0.0,The SKSE Team
393550.0,1.99,Erwin Wolf
365450.0,9.99,Team Fractal Alligator
390890.0,4.99,DanielDavisGames
392450.0,0.0,Sapphire Dragon Productions
391680.0,3.99,"Psyonix, Inc."
393580.0,4.99,"Psyonix, Inc."
386840.0,6.99,Origin8 Technologies Ltd
365680.0,14.99,Bloober Team SA
394190.0,,Flump Studios
393990.0,0.99,Kerberos Productions Inc.
384280.0,4.99,Iced Lizard Games
391260.0,2.99,Labyrinthine
379541.0,16.99,FSDG Online
394810.0,14.99,"SmiteWorks USA, LLC"
394811.0,19.99,"SmiteWorks USA, LLC"
325760.0,,Turtle Sandbox LLC
390750.0,19.99,"SmiteWorks USA, LLC"
392890.0,2.99,Silden
393270.0,,"OhNoo Studio,Smile"
271360.0,9.99,"Fancy Bytes, Reactor"
381900.0,4.99,Erdem Sen
250540.0,12.99,Onipunks Studio Inc.
390570.0,1.99,Cleverweek
394400.0,0.99,Cleverweek
368310.0,9.99,Ketos Games
390510.0,1.99,Icehole Games
390980.0,4.99,Hesketh Studios
382490.0,0.0,Rogue Snail
340170.0,29.99,Square Enix
339230.0,19.99,Straight Right
307620.0,9.99,Tribute Games Inc.
386070.0,39.99,Uber Entertainment
380990.0,5.99,Crian Soft
369803.0,2.99,Ubisoft - San Francisco
369804.0,2.99,Ubisoft - San Francisco
369805.0,2.99,Ubisoft - San Francisco
369806.0,2.99,Ubisoft - San Francisco
376760.0,6.99,Humongous Entertainment
376770.0,6.99,Humongous Entertainment
395690.0,2.99,Corrosive Studios LLC
369807.0,9.99,Ubisoft - San Francisco
392700.0,3.99,APPIDEMIC Studios
395070.0,,Autobotika
361841.0,2.99,Red Dot Games
366050.0,4.99,Bolder Games
395150.0,9.99,Fenrir Studios
391660.0,8.99,Astronomic Games
355350.0,9.99,Critical Bit
354640.0,0.0,Blue Byte
343560.0,9.99,Shorebound Studios
348980.0,1.99,Narrow Monolith
330270.0,13.99,Frozen District
347510.0,0.99,Citeremis Inc.
366450.0,6.99,IMPERIAL NORTH MUSIC AGENCY
337180.0,19.99,FuturLab
394900.0,1.99,
394350.0,,Bulbware
324400.0,4.99,"Nine Tales Digital,Bolt Creative"
375950.0,0.0,Ice Water Games
386913.0,,Trazzy Entertainment
386920.0,,Trazzy Entertainment
384520.0,,Trazzy Entertainment
384340.0,,Trazzy Entertainment
386911.0,,Trazzy Entertainment
388980.0,59.99,Brendon Pywell
391580.0,3.99,Ezzat Studios
358650.0,6.99,Cyber Rhino Studios
322950.0,19.99,VooFoo Studios
378710.0,6.99,Ice Water Games
269690.0,11.99,Morgondag
393700.0,39.99,Audials AG
393720.0,39.99,Audials AG
393690.0,34.99,Audials AG
354900.0,0.0,Crystice Softworks
393710.0,14.99,Audials AG
319910.0,21.99,Frozenbyte
390940.0,3.99,"New Bridge Games,Alawar Entertainment"
374530.0,4.99,XMPT Games
330670.0,11.99,XMPT Games
396240.0,,Choice of Games
367710.0,4.99,"Autobotika,Game Nation Inc"
396510.0,4.99,Handelabra Games Inc.
396160.0,2.99,
395480.0,8.99,Arboreal Games
392930.0,4.99,"Overcloud9, Phantasm Games"
396610.0,2.99,Buko Studios
396620.0,0.99,Forte Sounds
380540.0,4.99,SFS Studios
391030.0,7.99,Burut CT
372570.0,6.99,Spline Games
395051.0,3.99,5 Lives Studios
380840.0,0.0,Teeworlds Team
350970.0,9.99,Cococucumber
396490.0,,CCCP
396730.0,0.99,deadweight games
395380.0,0.99,Wojciech Krupinski
297720.0,7.99,Phosphor Games
386340.0,14.99,AKGames
393730.0,,AKGames
348510.0,9.99,Z-Software
336440.0,19.99,Studio Evil
394140.0,0.0,Matthew Brown
